Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
4286654472,"Nov 4, 2020, 6:58:55 PM",Avoiding election anxiety,Run,Need to be better hydrated,3982,11.73,,,false,,,activities/4286654472.gpx,,,3982.0,3241.0,11735.2,7.7,3.621,79.2,27.0,69.9,149.5,15.3,0.4,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,139.0,0.0,,1.0,11883.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4286993899,"Nov 4, 2020, 8:50:58 PM",Might as well record the walk back ,Walk,,2611,3.42,,,false,,,activities/4286993899.gpx,,,2611.0,2417.0,3423.4,6.1,1.416,0.0,39.7,99.4,139.1,0.8,-1.2,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,5.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/7679FD85-AE69-48F4-92A4-5561F0FC0A0F.jpg
4314475813,"Nov 9, 2020, 8:09:36 PM",Monday 🥶,Run,Freezing out,2324,8.11,,,false,,,activities/4314475813.gpx,,,2324.0,2181.0,8110.0,6.8,3.718,29.6,26.6,99.7,129.5,3.7,0.0,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,39.0,0.0,,1.0,8129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/811A8F21-D341-4E56-A363-2E1EC56E9182.jpg
4324929163,"Nov 11, 2020, 11:07:20 PM",No clever name. Just Wednesday.,Run,,1716,5.16,,,false,,,activities/4324929163.gpx,,,1716.0,1313.0,5160.1,5.3,3.93,18.4,16.4,29.3,43.8,3.0,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,41.0,0.0,,1.0,5175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4347489324,"Nov 16, 2020, 7:09:39 PM",Monday rain run,Run,Too hot in this many layers 🥵,1642,5.16,,,false,,,activities/4347489324.gpx,,,1642.0,1345.0,5168.1,5.9,3.842,8.8,8.5,13.4,19.6,13.9,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,35.0,0.0,,1.0,5184.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4347681464,"Nov 16, 2020, 7:41:37 PM",Walk back to car,Walk,,2576,3.13,,,false,,,activities/4347681464.gpx,,,2576.0,2356.0,3133.3,3.4,1.33,17.6,-0.4,17.6,35.7,50.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4358133884,"Nov 18, 2020, 11:52:28 PM",So many raindrops ,Run,,1883,6.94,,,false,,,activities/4358133884.gpx,,,1883.0,1797.0,6941.5,6.5,3.863,44.4,44.7,104.3,149.6,15.6,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,47.0,0.0,,1.0,6992.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4377622149,"Nov 22, 2020, 10:45:47 PM",Trying to get faster,Run,,1181,3.87,,,false,,,activities/4377622149.gpx,,,1181.0,924.0,3870.3,6.4,4.189,13.8,13.3,90.4,104.3,2.7,0.0,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,46.0,0.0,,1.0,3878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/06C11A0A-63BA-406E-BB9B-D8271652FB83.jpg
4386389804,"Nov 24, 2020, 10:03:08 PM",Rain on me,Run,,2383,7.27,,,false,,,activities/4386389804.gpx,,,2383.0,1835.0,7269.9,7.5,3.962,27.4,27.7,149.8,171.1,5.6,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,48.0,0.0,,1.0,7295.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4422864497,"Dec 3, 2020, 12:22:47 AM",Sunset run,Run,,1764,5.09,,,false,,,activities/4422864497.gpx,,,1764.0,1298.0,5092.0,5.4,3.923,26.6,29.4,143.6,170.4,13.6,-0.1,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,34.0,0.0,,1.0,5120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/F076B0D8-4BAF-4FC6-91DD-52303C3ED39B.jpg
4429883724,"Dec 4, 2020, 8:42:50 PM",Quick lil jog,Run,,961,3.67,,,false,,,activities/4429883724.gpx,,,961.0,961.0,3678.7,5.6,3.828,18.3,18.5,149.9,168.8,3.0,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,30.0,0.0,,1.0,3689.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4443592175,"Dec 7, 2020, 10:30:25 PM",Mondayyyy,Run,,1248,3.54,,,false,,,activities/4443592175.gpx,,,1248.0,837.0,3545.7,9.1,4.236,19.3,20.3,129.1,150.1,5.9,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,26.0,0.0,,1.0,3555.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4456200161,"Dec 10, 2020, 9:57:17 PM",Thursday cold weather ,Run,,1963,6.10,,,false,,,activities/4456200161.gpx,,,1963.0,1559.0,6103.9,5.3,3.915,27.2,27.5,149.7,170.7,16.7,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,49.0,0.0,,1.0,6128.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4485271358,"Dec 17, 2020, 11:44:32 PM",Little Thursday run ,Run,,941,3.73,,,false,,,activities/4485271358.gpx,,,941.0,941.0,3733.6,8.6,3.968,20.5,20.9,128.1,149.6,3.7,0.0,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,16.0,0.0,,1.0,3745.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4522187077,"Dec 26, 2020, 11:16:13 PM",Afternoon run,Run,,1874,6.16,,,false,,,activities/4522187077.gpx,,,1874.0,1591.0,6160.3,5.4,3.872,18.4,21.0,28.5,47.7,4.0,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,41.0,0.0,,1.0,6169.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4522309331,"Dec 26, 2020, 11:49:50 PM",Cool down,Walk,,2662,3.81,,,false,,,activities/4522309331.gpx,,,2662.0,2573.0,3810.8,9.2,1.481,15.6,12.7,22.6,31.2,8.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4536899420,"Dec 29, 2020, 11:49:15 PM",Cold run,Run,,2706,5.15,,,false,,,activities/4536899420.gpx,,,2706.0,1300.0,5149.0,9.0,3.961,17.1,17.2,99.6,117.1,2.6,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,41.0,0.0,,1.0,5157.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/38835842-7637-423C-99A5-22CF1F3AF439.jpg
4563695262,"Jan 4, 2021, 12:38:44 AM",Quick run before it’s too dark,Run,,878,2.56,,,false,,,activities/4563695262.gpx,,,878.0,630.0,2563.4,6.7,4.069,9.5,9.8,87.8,98.1,2.0,0.0,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,11.0,0.0,,1.0,2567.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/DC518E20-F226-4E5B-B881-8E15F76E04E3.jpg
4616131765,"Jan 13, 2021, 8:07:44 PM",Trying to find my mom’s lost Fitbit,Run,"",1965,5.55,,,false,,,activities/4616131765.gpx,,,1965.0,1473.0,5551.5,8.0,3.769,15.5,15.4,19.8,28.4,32.5,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,47.0,0.0,,1.0,5578.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/2BC931EF-D6D1-4202-A123-292B2A9B451E.jpg
4644102311,"Jan 18, 2021, 11:08:29 PM",MLK Day Run,Run,,2122,6.95,,,false,,,activities/4644102311.gpx,,,2122.0,1839.0,6955.9,7.2,3.782,44.5,49.0,104.3,149.3,13.3,-0.1,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,48.0,0.0,,1.0,7005.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4654410317,"Jan 20, 2021, 10:36:16 PM","We did it, Joe.",Run,,1530,4.99,,,false,,,activities/4654410317.gpx,,,1530.0,1268.0,4992.5,6.3,3.937,18.6,14.6,21.9,33.3,6.3,0.1,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,40.0,0.0,,1.0,5014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4670623433,"Jan 23, 2021, 9:32:43 PM",First half marathon 🥳,Run,,6681,21.13,,,false,,,activities/4670623433.gpx,,,6681.0,5968.0,21138.5,5.9,3.542,19.0,13.4,10.4,18.6,6.3,0.0,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,298.0,0.0,,1.0,21173.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4676953127,"Jan 24, 2021, 11:35:53 PM",Little walk ,Walk,,2273,3.08,,,false,,,activities/4676953127.gpx,,,2273.0,2273.0,3083.6,2.9,1.357,35.8,37.1,30.7,69.1,11.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4697523787,"Jan 28, 2021, 11:43:46 PM",Didnt push resume after stoplight 😞,Run,"",719,2.76,,,false,,,activities/4697523787.gpx,,,719.0,719.0,2763.0,5.4,3.843,24.1,1.6,146.1,170.4,4.5,0.8,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,2813.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4725126170,"Feb 3, 2021, 12:09:38 AM",Tuesday,Run,,2152,6.39,,,false,,,activities/4725126170.gpx,,,2152.0,1683.0,6394.1,8.2,3.799,39.7,44.7,104.3,149.4,13.8,-0.1,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,44.0,0.0,,1.0,6434.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4725155398,"Feb 3, 2021, 12:46:06 AM",Cool down,Walk,,535,0.69,,,false,,,activities/4725155398.gpx,,,535.0,535.0,690.1,2.5,1.29,4.9,2.0,142.8,147.8,19.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4767416826,"Feb 10, 2021, 8:48:40 PM",Cold sunny day,Run,Left knee is angry 😤 ,1454,4.11,,,false,,,activities/4767416826.gpx,,,1454.0,1070.0,4114.2,7.5,3.845,2.5,46.4,102.7,149.3,2.4,-1.1,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,19.0,0.0,,1.0,4048.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/9E52017A-1458-4D8E-9FE8-7A924E8C2328.jpg
4767518179,"Feb 10, 2021, 9:14:10 PM",Knee rehab walk,Walk,,1696,2.91,,,false,,,activities/4767518179.gpx,,,1696.0,1696.0,2909.0,4.5,1.715,39.4,-0.3,106.1,145.8,18.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4804410164,"Feb 17, 2021, 10:48:00 PM",The snow finally melted ,Run,,1863,4.89,,,false,,,activities/4804410164.gpx,,,1863.0,1275.0,4897.7,5.6,3.841,22.2,20.0,154.9,170.7,9.6,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,40.0,0.0,,1.0,4923.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4850367953,"Feb 25, 2021, 10:47:22 PM",New Lake Route,Run,,1358,3.75,,,false,,,activities/4850367953.gpx,,,1358.0,930.0,3758.3,7.5,4.041,33.1,39.7,141.8,168.6,11.5,-0.2,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,29.0,0.0,,1.0,3809.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/8AA86DAA-A479-4DB0-8122-8BA56A7D0B73.jpg
4855393311,"Feb 26, 2021, 9:34:25 PM",Walking with the mother,Walk,,2226,3.08,,,false,,,activities/4855393311.gpx,,,2226.0,2160.0,3085.4,3.3,1.428,41.2,42.2,142.9,168.6,37.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4885845009,"Mar 3, 2021, 8:50:08 PM",Nice sunny day,Run,,3375,7.04,,,false,,,activities/4885845009.gpx,,,3375.0,1789.0,7048.0,6.0,3.94,0.0,36.6,30.9,68.8,11.5,-0.5,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,77.0,0.0,,1.0,7002.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/8D7A2B7D-1298-4547-81EB-E8111FD2F7A9.jpg
4885996000,"Mar 3, 2021, 9:47:46 PM",Cool down ,Walk,,2074,2.63,,,false,,,activities/4885996000.gpx,,,2074.0,1845.0,2630.2,2.3,1.426,5.3,9.5,23.4,32.9,2.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4903391815,"Mar 7, 2021, 12:42:03 AM",Quick run before sun sets,Run,,950,2.98,,,false,,,activities/4903391815.gpx,,,950.0,742.0,2984.5,6.4,4.022,16.5,16.6,132.1,149.4,5.0,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,31.0,0.0,,1.0,2993.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4915312868,"Mar 9, 2021, 12:06:08 AM",Perfect running weather ,Run,,1562,4.75,,,false,,,activities/4915312868.gpx,,,1562.0,1205.0,4753.8,8.9,3.945,22.7,23.8,149.7,170.4,4.6,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,31.0,0.0,,1.0,4769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4964127423,"Mar 17, 2021, 8:15:12 PM",Quick afternoon run,Run,,567,2.33,,,false,,,activities/4964127423.gpx,,,567.0,567.0,2335.4,5.0,4.119,3.3,20.7,149.7,170.4,4.5,-0.7,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,24.0,0.0,,1.0,2313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4998454478,"Mar 23, 2021, 7:19:27 PM",Not raining 😇,Run,,3233,8.25,,,false,,,activities/4998454478.gpx,,,3233.0,2189.0,8255.5,7.1,3.771,48.9,48.7,100.0,149.2,14.2,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,69.0,0.0,,1.0,8309.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5033915765,"Mar 29, 2021, 9:24:47 PM",Monday ,Run,,2176,5.50,,,false,,,activities/5033915765.gpx,,,2176.0,1412.0,5499.6,6.4,3.895,31.2,31.1,117.3,149.4,5.3,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,37.0,0.0,,1.0,5519.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5052923879,"Apr 2, 2021, 2:17:02 AM",Sunset walk,Walk,,3417,5.39,,,false,,,activities/5052923879.gpx,,,3417.0,3089.0,5394.8,4.9,1.746,116.7,120.1,15.8,115.8,32.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5064397640,"Apr 3, 2021, 10:09:55 PM",Run before zags play,Run,,3190,8.08,,,false,,,activities/5064397640.gpx,,,3190.0,2046.0,8085.1,8.7,3.952,32.8,28.5,69.9,102.8,2.8,0.1,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,88.0,0.0,,1.0,8107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/EA36FD30-B0FE-48F8-B0F4-62654B12DB73.jpg
5064427263,"Apr 3, 2021, 11:06:08 PM",Cool down,Walk,,515,0.66,,,false,,,activities/5064427263.gpx,,,515.0,423.0,661.8,7.4,1.565,0.0,3.2,99.5,102.7,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5082213329,"Apr 6, 2021, 11:32:58 PM",Trying to get faster,Run,,1871,5.59,,,false,,,activities/5082213329.gpx,,,1871.0,1374.0,5591.0,7.8,4.069,33.7,33.6,99.7,133.8,13.0,0.0,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,68.0,0.0,,1.0,5635.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5082279883,"Apr 7, 2021, 12:04:34 AM",Cool down,Walk,,1097,1.65,,,false,,,activities/5082279883.gpx,,,1097.0,1077.0,1654.7,2.3,1.536,6.5,6.7,92.4,99.6,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5104290933,"Apr 10, 2021, 6:57:13 PM",☀️🏃‍♂️🌊💨,Run,Hills 😵,3656,10.08,,,false,,,activities/5104290933.gpx,,,3656.0,2680.0,10079.2,6.3,3.761,143.4,192.7,10.3,121.0,36.4,-0.5,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,115.0,0.0,,1.0,10358.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/447F9A4E-7059-415D-8193-33DAA17447AE.jpg|media/B788D3C0-1DE3-4FE8-8BD1-1AADA2EC86B2.jpg|media/9F69218C-79A8-4225-AFCA-BCDFEB170120.jpg
5104340856,"Apr 10, 2021, 8:02:17 PM",Cool down,Walk,,788,1.13,,,false,,,activities/5104340856.gpx,,,788.0,788.0,1131.2,4.3,1.436,35.3,0.4,77.7,115.8,26.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5162559232,"Apr 20, 2021, 7:01:05 PM",Quick lunch run,Run,,813,3.26,,,false,,,activities/5162559232.gpx,,,813.0,802.0,3263.8,8.6,4.07,16.5,20.5,128.2,149.1,3.1,-0.1,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,40.0,0.0,,1.0,3267.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5162626361,"Apr 20, 2021, 7:15:05 PM",Cool down,Walk,,656,0.86,,,false,,,activities/5162626361.gpx,,,656.0,656.0,864.5,2.5,1.318,0.0,1.9,142.8,147.0,2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5248148146,"May 5, 2021, 8:09:28 PM",Serotonin Queen 💅🏼,Run,,1388,4.69,,,false,,,activities/5248148146.gpx,,,1388.0,1220.0,4693.0,5.2,3.847,22.7,23.1,150.4,170.4,4.5,0.0,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,61.0,0.0,,1.0,4708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5248293080,"May 5, 2021, 8:33:18 PM",Cool down ,Walk,,2461,2.39,,,false,,,activities/5248293080.gpx,,,2461.0,2024.0,2397.3,2.7,1.184,9.3,11.4,142.4,149.8,10.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5280306911,"May 11, 2021, 6:29:11 PM",Tuesday cardio,Run,,980,3.70,,,false,,,activities/5280306911.gpx,,,980.0,960.0,3705.0,5.3,3.859,20.2,20.3,128.3,149.3,2.7,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,41.0,0.0,,1.0,3717.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5280424907,"May 11, 2021, 6:50:33 PM",Cool down ,Walk,,771,0.92,,,false,,,activities/5280424907.gpx,,,771.0,726.0,922.2,2.9,1.27,5.3,8.3,142.4,147.8,10.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5303584301,"May 15, 2021, 10:00:26 PM",Saturday 🌞,Run,Dehydrated 😵,1358,5.15,,,false,,,activities/5303584301.gpx,,,1358.0,1319.0,5152.5,5.5,3.906,22.8,27.9,145.5,170.4,4.6,-0.1,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,42.0,0.0,,1.0,5161.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5320917219,"May 19, 2021, 12:51:39 AM",Lake loop,Run,,803,3.06,,,false,,,activities/5320917219.gpx,,,803.0,801.0,3061.6,5.0,3.822,25.5,30.9,142.1,168.6,11.8,-0.2,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,25.0,0.0,,1.0,3106.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5363373947,"May 26, 2021, 8:08:42 PM",Done with grad school BAYBEE,Run,,2406,6.66,,,false,,,activities/5363373947.gpx,,,2406.0,1736.0,6667.5,6.8,3.841,47.6,35.8,105.2,145.7,14.6,0.2,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,45.0,0.0,,1.0,6735.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5437218503,"Jun 8, 2021, 8:13:11 PM",Tuesday ☀️,Run,,2013,7.35,,,false,,,activities/5437218503.gpx,,,2013.0,1921.0,7353.9,6.4,3.828,21.5,49.5,109.2,144.7,13.0,-0.4,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,82.0,0.0,,1.0,7346.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5437366532,"Jun 8, 2021, 8:47:45 PM",Cool down,Walk,,2211,1.96,,,false,,,activities/5437366532.gpx,,,2211.0,1410.0,1959.5,4.9,1.39,26.6,-0.6,118.7,145.9,41.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5507953416,"Jun 21, 2021, 9:00:15 PM",Absolutely melting 🥵,Run,Need to start running nights and mornings 🥵,1762,3.38,,,false,,,activities/5507953416.gpx,,,1762.0,843.0,3386.2,5.4,4.017,6.9,3.0,10.9,18.0,2.5,0.1,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,36.0,0.0,,1.0,3398.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5508022129,"Jun 21, 2021, 9:31:26 PM",cool down,Walk,"",1175,1.26,,,false,,,activities/5508022129.gpx,,,1175.0,883.0,1268.1,2.4,1.436,2.4,4.4,10.4,13.0,2.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/7594FC31-E74A-4D9F-950F-6B7A552CB29E.jpg
5556009696,"Jul 1, 2021, 1:56:11 AM",Cross Train Part 1,Ride,,903,3.53,,,false,,,activities/5556009696.gpx,,,903.0,771.0,3533.9,11.8,4.584,44.9,-0.3,104.3,149.5,12.9,1.3,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,6.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5556109269,"Jul 1, 2021, 2:41:33 AM",Cross Train Part 2,Ride,"",1243,5.49,,,false,,,activities/5556109269.gpx,,,1243.0,1054.0,5495.4,11.8,5.214,72.0,46.7,99.4,156.2,16.0,0.5,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,11.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5581968651,"Jul 6, 2021, 12:56:33 AM",Cross Training ,Ride,,3573,14.72,,,false,,,activities/5581968651.gpx,,,3573.0,2615.0,14727.8,13.0,5.632,123.4,114.8,90.2,149.2,14.7,0.1,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,47.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
